Rank,Name,Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Decade,Critic_Score,User_Score
1824,Castlevania: Lords of Shadow,PlayStation 3,Action,Konami Digital Entertainment,0.5,0.37,0.1,0.16,1.12,2000s,85.0,8
1825,Rocksmith,Xbox 360,Misc,Ubisoft,0.84,0.2,0.01,0.08,1.12,2000s,77.0,8.2
1826,Disney Infinity 2.0: Marvel Super Heroes,Xbox 360,Action,Disney Interactive Studios,0.62,0.4,0.0,0.1,1.12,2000s,Unknown,Unknown
1827,SOCOM: U.S. Navy SEALs Fireteam Bravo,PlayStation Portable,Shooter,Sony Computer Entertainment,1.03,0.0,0.01,0.08,1.12,2000s,82.0,8.6
1828,Call Of Duty 2: Big Red One,Xbox,Shooter,Activision,0.66,0.4,0.0,0.05,1.12,2000s,78.0,5.1
1829,Yoshi's Cookie,Nintendo Entertainment System,Puzzle,Nintendo,0.41,0.06,0.63,0.02,1.12,1980s,Unknown,Unknown
1830,Guitar Hero 5,PlayStation 2,Misc,Activision,0.28,0.3,0.0,0.54,1.12,2000s,71.0,2.6
1831,Worldwide Soccer Manager 2008,PC,Sports,Russel,0.0,1.12,0.0,0.0,1.12,Multi-decade,86.0,8
1832,Spider-Man 2,Xbox,Action,Activision,0.82,0.26,0.0,0.04,1.12,2000s,83.0,8.3
1833,Counter-Strike,Xbox,Shooter,Microsoft Game Studios,0.85,0.23,0.0,0.04,1.11,2000s,74.0,7.6
1834,Mad Max (2015),PlayStation 4,Action,Warner Bros. Interactive Entertainment,0.32,0.58,0.04,0.17,1.11,2010s,Unknown,Unknown
1835,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PlayStation 2,Action,Activision,0.63,0.37,0.0,0.11,1.11,2000s,Unknown,Unknown
1836,GRID,PlayStation 3,Racing,Codemasters,0.31,0.57,0.03,0.2,1.11,2000s,87.0,8.1
1837,Guitar Hero Encore: Rocks The 80s,PlayStation 2,Misc,RedOctane,0.92,0.04,0.0,0.15,1.11,2000s,69.0,6.3
1838,Sunset Overdrive,Xbox One,Shooter,Microsoft Game Studios,0.62,0.4,0.0,0.08,1.11,2010s,81.0,7.7
1839,Rock Band,PlayStation 2,Misc,Electronic Arts,0.71,0.06,0.0,0.35,1.11,2000s,82.0,6.8
1840,Tom Clancy's Splinter Cell: Chaos Theory,Xbox,Action,Ubisoft,0.68,0.38,0.0,0.05,1.11,2000s,94.0,9
1841,Donkey Kong Jr.,Nintendo Entertainment System,Platform,Nintendo,0.33,0.07,0.7,0.01,1.11,1980s,Unknown,Unknown
1842,Arc the Lad,PlayStation,Role-Playing,Sony Computer Entertainment,0.0,0.0,1.1,0.01,1.11,1990s,Unknown,Unknown
1843,NBA Jam Tournament Edition,Sega Genesis,Sports,Acclaim Entertainment,0.95,0.14,0.0,0.03,1.11,1990s,Unknown,Unknown
1844,Need for Speed: ProStreet,Nintendo Wii,Racing,Electronic Arts,0.54,0.46,0.0,0.12,1.11,2000s,61.0,6.9
1845,Pikmin 3,Wii U,Strategy,Nintendo,0.45,0.31,0.29,0.06,1.11,2010s,87.0,8.7
1846,Legend of Mana,PlayStation,Role-Playing,SquareSoft,0.18,0.13,0.73,0.07,1.11,1990s,Unknown,Unknown
1847,Lumines: Puzzle Fusion,PlayStation Portable,Puzzle,Ubisoft,0.52,0.35,0.0,0.23,1.11,2000s,Unknown,Unknown
1848,Toy Story 3: The Video Game,PlayStation 3,Action,Disney Interactive Studios,0.51,0.42,0.0,0.17,1.11,2000s,Unknown,Unknown
1849,Guitar Hero 5,PlayStation 3,Misc,Activision,0.53,0.4,0.0,0.17,1.1,2000s,86.0,5.7
1850,Megamania,Atari 2600,Shooter,Activision,1.03,0.06,0.0,0.01,1.1,1970s,Unknown,Unknown
1851,Medal of Honor: Airborne,Xbox 360,Shooter,Electronic Arts,0.45,0.53,0.01,0.12,1.1,2000s,73.0,6.7
1852,The Legend of Zelda: Tri Force Heroes,Nintendo 3DS,Action,Nintendo,0.52,0.33,0.17,0.08,1.1,2010s,73.0,7.6
1853,Jungle Hunt,Atari 2600,Platform,Atari,1.03,0.06,0.0,0.01,1.1,1970s,Unknown,Unknown
1854,Triple Play 98,PlayStation,Sports,Electronic Arts,0.61,0.42,0.0,0.07,1.1,1990s,Unknown,Unknown
1855,LEGO The Lord of the Rings,PlayStation 3,Action,Warner Bros. Interactive Entertainment,0.36,0.53,0.0,0.21,1.1,2000s,82.0,8.3
1856,Petz Dogz 2,Nintendo DS,Simulation,Ubisoft,0.47,0.52,0.0,0.12,1.1,2000s,Unknown,tbd
1857,WWE SmackDown vs. Raw 2011,PlayStation 3,Fighting,THQ,0.44,0.46,0.01,0.18,1.1,2000s,74.0,6.9
1858,Yu-Gi-Oh! Duel Monsters II: Dark Duel Stories,Game Boy,Strategy,Konami Digital Entertainment,0.0,0.0,1.1,0.0,1.1,1980s,Unknown,Unknown
1859,Lode Runner,Nintendo Entertainment System,Puzzle,Hudson Soft,0.0,0.0,1.1,0.0,1.1,1980s,Unknown,Unknown
1860,The Final Fantasy Legend,Game Boy,Role-Playing,SquareSoft,0.0,0.0,1.1,0.0,1.1,1980s,Unknown,Unknown
1861,Famicom Jump: Eiyuu Retsuden,Nintendo Entertainment System,Role-Playing,Namco Bandai Games,0.0,0.0,1.1,0.0,1.1,1980s,Unknown,Unknown
1862,F-Zero X,Nintendo 64,Racing,Nintendo,0.45,0.33,0.29,0.03,1.1,1990s,Unknown,Unknown
1863,Popeye,Nintendo Entertainment System,Platform,Nintendo,0.51,0.12,0.45,0.02,1.1,1980s,Unknown,Unknown
1864,NERF N-Strike,Nintendo Wii,Shooter,Electronic Arts,0.92,0.09,0.0,0.09,1.1,2000s,66.0,4.4
1865,NBA Live 2001,PlayStation 2,Sports,Electronic Arts,0.52,0.4,0.04,0.13,1.1,2000s,74.0,tbd
1866,SingStar Legends,PlayStation 2,Misc,Sony Computer Entertainment,0.12,0.75,0.0,0.23,1.1,2000s,76.0,tbd
1867,SingStar Rocks!,PlayStation 2,Misc,Sony Computer Entertainment,0.0,0.84,0.0,0.25,1.1,2000s,Unknown,Unknown
1868,Tales of Symphonia,GameCube,Role-Playing,Nintendo,0.54,0.21,0.31,0.04,1.1,2000s,86.0,8.5
1869,Untold Legends: Brotherhood of the Blade,PlayStation Portable,Role-Playing,Activision,0.54,0.33,0.01,0.22,1.1,2000s,68.0,7.6
1870,Star Ocean: The Second Story,PlayStation,Role-Playing,Sony Computer Entertainment,0.26,0.1,0.72,0.02,1.1,1990s,80.0,8.5
1871,Lightning Returns: Final Fantasy XIII,PlayStation 3,Role-Playing,Square Enix,0.31,0.22,0.45,0.12,1.1,2000s,66.0,5.9
1872,Star Wars: The Force Unleashed,PlayStation Portable,Action,LucasArts,0.43,0.41,0.0,0.25,1.09,2000s,70.0,8.1
1873,Imagine: Babysitters,Nintendo DS,Simulation,Ubisoft,0.63,0.36,0.0,0.1,1.09,2000s,Unknown,tbd
1874,The Simpsons Game,PlayStation Portable,Action,Electronic Arts,0.24,0.55,0.0,0.31,1.09,2000s,59.0,6.7
1875,Yakuza 2,PlayStation 2,Adventure,Sega,0.05,0.04,0.84,0.16,1.09,2000s,77.0,8.1
1876,Skate 2,Xbox 360,Sports,Electronic Arts,0.82,0.17,0.01,0.09,1.09,2000s,84.0,8
1877,Dragon Ball Z: The Legacy of Goku II,Game Boy Advance,Role-Playing,Atari,0.78,0.29,0.0,0.02,1.09,2000s,75.0,8.9
1878,Virtua Fighter 5,PlayStation 3,Fighting,Sega,0.29,0.52,0.08,0.2,1.09,2000s,85.0,7.4
1879,NFL 2K1,Unknown,Sports,Sega,1.02,0.05,0.0,0.02,1.09,Unknown,97.0,6
1880,BeatMania,PlayStation,Simulation,Konami Digital Entertainment,0.0,0.0,1.07,0.02,1.09,1990s,Unknown,Unknown
1881,Namco Museum Battle Collection,PlayStation Portable,Misc,Sony Computer Entertainment,0.75,0.18,0.0,0.16,1.09,2000s,73.0,7.2
1882,LEGO Star Wars II: The Original Trilogy,Nintendo DS,Action,LucasArts,0.96,0.04,0.0,0.08,1.09,2000s,47.0,5
1883,Madden NFL 2004,Xbox,Sports,Electronic Arts,1.02,0.02,0.0,0.05,1.09,2000s,92.0,8.3
1884,Empire: Total War,PC,Strategy,Sega,0.01,0.97,0.0,0.11,1.09,Multi-decade,90.0,6.9
1885,The Godfather,PlayStation 2,Action,Electronic Arts,0.89,0.03,0.01,0.15,1.09,2000s,75.0,8.3
1886,Tiger Woods PGA Tour 10,Nintendo Wii,Sports,Electronic Arts,0.61,0.37,0.0,0.11,1.09,2000s,88.0,8.8
1887,Star Wars: Bounty Hunter,PlayStation 2,Shooter,LucasArts,0.53,0.42,0.0,0.14,1.09,2000s,65.0,8.3
1888,Densha De Go!,PlayStation,Simulation,Taito,0.0,0.0,1.02,0.07,1.09,1990s,Unknown,Unknown
1889,Dante's Inferno,PlayStation 3,Action,Electronic Arts,0.64,0.28,0.04,0.13,1.09,2000s,75.0,7.5
1890,Sonic & Sega All-Stars Racing,Nintendo DS,Racing,Sega,0.44,0.54,0.0,0.11,1.09,2000s,Unknown,Unknown
1891,Skylanders Giants,PlayStation 3,Action,Activision,0.35,0.52,0.0,0.22,1.09,2000s,77.0,6.3
1892,Endless Ocean,Nintendo Wii,Adventure,Nintendo,0.44,0.47,0.09,0.09,1.09,2000s,72.0,8.1
1893,NFL Blitz 2000,PlayStation,Sports,Midway Games,0.6,0.41,0.0,0.07,1.09,1990s,Unknown,Unknown
1894,Sonic Free Riders,Xbox 360,Racing,Sega,0.74,0.26,0.0,0.09,1.09,2000s,47.0,2.1
1895,NASCAR Thunder 2004,PlayStation 2,Racing,Electronic Arts,0.53,0.41,0.0,0.14,1.08,2000s,88.0,8.9
1896,Prince of Persia,PlayStation 3,Action,Ubisoft,0.47,0.41,0.03,0.18,1.08,2000s,85.0,7.3
1897,SpongeBob SquarePants: Revenge of the Flying Dutchman,PlayStation 2,Platform,THQ,0.53,0.41,0.0,0.14,1.08,2000s,Unknown,6.6
1898,Grand Theft Auto V,PC,Action,Take-Two Interactive,0.36,0.64,0.0,0.08,1.08,Multi-decade,96.0,7.9
1899,The Biggest Loser,Nintendo Wii,Sports,THQ,0.87,0.12,0.0,0.09,1.08,2000s,Unknown,Unknown
1900,Fisherman's Bass Club,PlayStation 2,Sports,Agetec,0.53,0.41,0.0,0.14,1.08,2000s,Unknown,tbd
1901,MySims Agents,Nintendo DS,Adventure,Electronic Arts,0.55,0.43,0.0,0.11,1.08,2000s,60.0,tbd
1902,Resident Evil: The Darkside Chronicles,Nintendo Wii,Action,Capcom,0.48,0.32,0.2,0.09,1.08,2000s,75.0,8
1903,NCAA Football 13,Xbox 360,Action,Electronic Arts,1.02,0.0,0.0,0.06,1.08,2000s,76.0,5.5
1904,Grand Theft Auto: Chinatown Wars,PlayStation Portable,Action,Take-Two Interactive,0.28,0.5,0.03,0.28,1.08,2000s,90.0,7.3
1905,FIFA Soccer 11,Nintendo Wii,Sports,Electronic Arts,0.26,0.69,0.0,0.12,1.08,2000s,73.0,7.3
1906,The Orange Box,PlayStation 3,Shooter,Electronic Arts,0.28,0.59,0.0,0.22,1.08,2000s,89.0,8.4
1907,Joust,Atari 2600,Platform,Atari,1.01,0.06,0.0,0.01,1.08,1970s,Unknown,Unknown
1908,Tomb Raider: Underworld,Xbox 360,Action,Eidos Interactive,0.53,0.43,0.01,0.11,1.08,2000s,76.0,6.6
1909,Tom Clancy's Ghost Recon 2,PlayStation 2,Shooter,Ubisoft,0.64,0.34,0.0,0.1,1.08,2000s,58.0,6
1910,DiRT 3,PlayStation 3,Racing,Codemasters,0.27,0.59,0.01,0.21,1.08,2000s,87.0,7.1
1911,LEGO City Undercover,Wii U,Platform,Nintendo,0.47,0.4,0.13,0.08,1.08,2010s,80.0,8.2
1912,Spore Creatures,Nintendo DS,Simulation,Electronic Arts,0.67,0.3,0.0,0.11,1.08,2000s,65.0,6.5
1913,Ready 2 Rumble Boxing,PlayStation,Sports,Midway Games,0.6,0.41,0.0,0.07,1.08,1990s,Unknown,Unknown
1914,Dragon Ball Z: Taiketsu,Game Boy Advance,Fighting,Atari,0.77,0.29,0.0,0.02,1.08,2000s,40.0,6.1
1915,Disney's Lilo & Stitch,Game Boy Advance,Platform,Ubisoft,0.77,0.29,0.0,0.02,1.08,2000s,Unknown,Unknown
1916,Star Fox: Assault,GameCube,Shooter,Nintendo,0.68,0.18,0.19,0.03,1.08,2000s,67.0,8.1
1917,Naruto: Ultimate Ninja Storm,PlayStation 3,Fighting,Namco Bandai Games,0.49,0.35,0.09,0.16,1.08,2000s,75.0,8.6
1918,Marvel vs. Capcom 3: Fate of Two Worlds,Xbox 360,Fighting,Capcom,0.79,0.18,0.03,0.07,1.08,2000s,Unknown,Unknown
1919,NCAA Football 14,Xbox 360,Sports,Electronic Arts,1.01,0.0,0.0,0.06,1.07,2000s,77.0,5.8
1920,Doko Demo Issyo,PlayStation,Misc,Sony Computer Entertainment,0.0,0.0,1.0,0.07,1.07,1990s,Unknown,Unknown
1921,Call of Duty 3,PlayStation 2,Shooter,Activision,0.89,0.03,0.0,0.15,1.07,2000s,82.0,7.4
1922,Imagine: Fashion Designer New York,Nintendo DS,Simulation,Ubisoft,0.65,0.32,0.0,0.1,1.07,2000s,Unknown,tbd
1923,Red Dead Redemption: Undead Nightmare,Xbox 360,Action,Take-Two Interactive,0.57,0.39,0.02,0.09,1.07,2000s,Unknown,7.6
1924,Bully: Scholarship Edition,Xbox 360,Action,Take-Two Interactive,0.53,0.4,0.03,0.11,1.07,2000s,80.0,8.3
1925,Virtua Fighter,Sega Saturn,Fighting,Sega,0.17,0.12,0.77,0.02,1.07,1990s,Unknown,Unknown
1926,Championship Manager 99/00,PC,Sports,Eidos Interactive,0.0,0.98,0.0,0.09,1.07,Multi-decade,Unknown,Unknown
1927,WWE SmackDown vs. Raw 2010,PlayStation 2,Fighting,THQ,0.53,0.01,0.0,0.54,1.07,2000s,Unknown,7.7
1928,Pro Evolution Soccer 2008,Xbox 360,Sports,Konami Digital Entertainment,0.08,0.9,0.04,0.05,1.07,2000s,76.0,7.8
1929,Super Princess Peach,Nintendo DS,Platform,Nintendo,0.72,0.06,0.21,0.07,1.07,2000s,75.0,7.6
1930,NHL 99,PlayStation,Sports,Electronic Arts,0.59,0.4,0.0,0.07,1.07,1990s,Unknown,Unknown
1931,SoulCalibur III,PlayStation 2,Fighting,Namco Bandai Games,0.74,0.15,0.13,0.05,1.07,2000s,86.0,8.4
1932,Skylanders SWAP Force,PlayStation 3,Platform,Activision,0.43,0.44,0.0,0.2,1.07,2000s,83.0,5.3
1933,F1 2012,PlayStation 3,Racing,Codemasters,0.12,0.64,0.05,0.25,1.07,2000s,81.0,7.5
1934,World Tour Soccer,PlayStation Portable,Sports,Sony Computer Entertainment,0.1,0.63,0.0,0.34,1.07,2000s,70.0,5.6
1935,Disney Universe,Nintendo Wii,Action,Disney Interactive Studios,0.67,0.3,0.0,0.1,1.07,2000s,61.0,6
1936,Ridge Racer Revolution,PlayStation,Racing,Sony Computer Entertainment,0.17,0.12,0.71,0.07,1.07,1990s,Unknown,Unknown
1937,LEGO Pirates of the Caribbean: The Video Game,Xbox 360,Action,Disney Interactive Studios,0.54,0.42,0.0,0.1,1.07,2000s,73.0,7
1938,Hot Wheels Turbo Racing,PlayStation,Racing,Electronic Arts,0.59,0.4,0.0,0.07,1.07,1990s,Unknown,Unknown
1939,NCAA Football 99,PlayStation,Sports,Electronic Arts,0.59,0.4,0.0,0.07,1.06,1990s,Unknown,Unknown
1940,Mortal Kombat: Armageddon,PlayStation 2,Fighting,Midway Games,0.88,0.04,0.0,0.14,1.06,2000s,75.0,8.5
1941,Aliens vs Predator,Xbox 360,Shooter,Sega,0.55,0.4,0.0,0.11,1.06,2000s,64.0,7.3
1942,Freekstyle,PlayStation 2,Racing,Electronic Arts,0.52,0.41,0.0,0.14,1.06,2000s,81.0,7.3
1943,Junior Brain Trainer,Nintendo DS,Misc,GSP,0.23,0.74,0.0,0.1,1.06,2000s,Unknown,tbd
1944,Darksiders,Xbox 360,Action,THQ,0.67,0.29,0.01,0.1,1.06,2000s,83.0,7.9
1945,DiRT,PlayStation 3,Racing,Codemasters,0.16,0.67,0.0,0.23,1.06,2000s,83.0,8
1946,Call of Duty 4: Modern Warfare,Nintendo DS,Shooter,Activision,0.96,0.02,0.01,0.08,1.06,2000s,75.0,6.9
1947,Simple 1500 Series Vol. 1: The Mahjong,PlayStation,Misc,D3Publisher,0.0,0.0,0.99,0.07,1.06,1990s,Unknown,Unknown
1948,Sega Superstars Tennis,Nintendo Wii,Sports,Sega,0.28,0.65,0.0,0.13,1.06,2000s,71.0,7
1949,NBA Street V3,PlayStation 2,Sports,Electronic Arts,0.52,0.41,0.0,0.14,1.06,2000s,89.0,8.7
1950,Sleeping Dogs,PlayStation 3,Action,Square Enix,0.31,0.5,0.05,0.19,1.06,2000s,83.0,7.7
1951,Mercenaries 2: World in Flames,Xbox 360,Shooter,Electronic Arts,0.65,0.3,0.01,0.1,1.06,2000s,72.0,7.2
1952,Worms Armageddon,PlayStation,Strategy,Microprose,0.18,0.81,0.0,0.08,1.06,1990s,Unknown,Unknown
1953,Hulk,PlayStation 2,Action,Universal Interactive,0.52,0.41,0.0,0.14,1.06,2000s,71.0,8.3
1954,LEGO Indiana Jones: The Original Adventures,PlayStation 3,Action,Activision,0.44,0.44,0.0,0.18,1.06,2000s,77.0,7.7
1955,NFL Blitz,Nintendo 64,Sports,Midway Games,1.02,0.04,0.0,0.01,1.06,1990s,Unknown,Unknown
1956,NFL Quarterback Club 98,Nintendo 64,Sports,Acclaim Entertainment,1.01,0.05,0.0,0.01,1.06,1990s,Unknown,Unknown
1957,DJ Hero,Xbox 360,Misc,Activision,0.56,0.4,0.0,0.11,1.06,2000s,84.0,8
1958,Dora the Explorer: Dora Saves the Mermaids,Nintendo DS,Platform,Take-Two Interactive,0.97,0.01,0.0,0.08,1.06,2000s,44.0,tbd
1959,Diablo II: Lord of Destruction,PC,Role-Playing,Vivendi Games,1.03,0.02,0.0,0.0,1.06,Multi-decade,87.0,9.1
1960,Naruto Shippuden: Ultimate Ninja Storm 4,PlayStation 4,Fighting,Namco Bandai Games,0.39,0.41,0.1,0.16,1.06,2010s,79.0,8.2
1961,Spider-Man 2,Game Boy Advance,Action,Activision,0.76,0.28,0.0,0.02,1.06,2000s,65.0,7.7
1962,Virtua Tennis 3,PlayStation 3,Sports,Sega,0.23,0.59,0.03,0.22,1.06,2000s,80.0,7.9
1963,Seek and Destroy,PlayStation 2,Racing,Play It,0.52,0.4,0.0,0.14,1.06,2000s,63.0,8.8
1964,Warhawk,PlayStation 3,Simulation,Sony Computer Entertainment,0.49,0.39,0.0,0.17,1.06,2000s,84.0,8.4
1965,Apollo Justice: Ace Attorney,Nintendo DS,Adventure,Capcom,0.32,0.06,0.64,0.04,1.06,2000s,78.0,8.1
1966,Assassin's Creed: Rogue,Xbox 360,Action,Ubisoft,0.58,0.38,0.0,0.09,1.05,2000s,72.0,7.3
1967,Cosmic Ark,Atari 2600,Shooter,Imagic,0.99,0.05,0.0,0.01,1.05,1970s,Unknown,Unknown
1968,SOCOM: U.S. Navy SEALs Fireteam Bravo 2,PlayStation Portable,Shooter,Sony Computer Entertainment,0.81,0.11,0.0,0.13,1.05,2000s,81.0,9
1969,Skylanders: Trap Team,Nintendo Wii,Action,Activision,0.42,0.54,0.0,0.08,1.05,2000s,Unknown,tbd
1970,Aliens vs Predator,PlayStation 3,Shooter,Sega,0.41,0.47,0.0,0.18,1.05,2000s,65.0,7.3
1971,Defender,Atari 2600,Misc,Atari,0.99,0.05,0.0,0.01,1.05,1970s,Unknown,Unknown
1972,Dance on Broadway,Nintendo Wii,Misc,Ubisoft,0.27,0.66,0.0,0.12,1.05,2000s,48.0,3.3
1973,Adventure Island,Nintendo Entertainment System,Platform,Hudson Soft,0.0,0.0,1.05,0.0,1.05,1980s,Unknown,Unknown
1974,Arc the Lad II,PlayStation,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.92,0.13,1.05,1990s,Unknown,Unknown
1975,Tag Team Match M.U.S.C.L.E.,Nintendo Entertainment System,Fighting,Namco Bandai Games,0.0,0.0,1.05,0.0,1.05,1980s,Unknown,Unknown
1976,Derby Stallion 96,Super Nintendo Entertainment System,Sports,ASCII Entertainment,0.0,0.0,1.04,0.01,1.05,1990s,Unknown,Unknown
1977,UFC Undisputed 3,PlayStation 3,Action,THQ,0.55,0.34,0.03,0.13,1.05,2000s,86.0,7.4
1978,NBA 2K3,PlayStation 2,Sports,Sega,0.51,0.4,0.0,0.13,1.05,2000s,89.0,8
1979,Dragon Ball: XenoVerse,PlayStation 4,Fighting,Namco Bandai Games,0.3,0.48,0.12,0.15,1.05,2010s,69.0,7.7
1980,The Simpsons: Road Rage,Xbox,Racing,Electronic Arts,0.78,0.26,0.0,0.01,1.05,2000s,61.0,8.3
1981,Dave Mirra Freestyle BMX,PlayStation,Sports,Acclaim Entertainment,0.91,0.11,0.0,0.03,1.05,1990s,82.0,8.4
1982,Imagine: Animal Doctor,Nintendo DS,Simulation,Ubisoft,0.45,0.49,0.0,0.11,1.05,2000s,Unknown,7.4
1983,WWE SmackDown vs. Raw 2010,Xbox 360,Fighting,THQ,0.56,0.38,0.01,0.11,1.05,2000s,80.0,8.4
1984,Forza Motorsport,Xbox,Racing,Microsoft Game Studios,0.52,0.51,0.0,0.02,1.05,2000s,92.0,7.6
1985,Sonic the Hedgehog,Xbox 360,Platform,Sega,0.44,0.49,0.0,0.11,1.05,2000s,46.0,4.4
1986,MySims Agents,Nintendo Wii,Adventure,Electronic Arts,0.62,0.32,0.0,0.1,1.05,2000s,78.0,8.6
1987,Monster Rancher 2,PlayStation,Simulation,Sony Computer Entertainment,0.19,0.13,0.66,0.07,1.05,1990s,83.0,Unknown
1988,Pokemon Conquest,Nintendo DS,Role-Playing,Nintendo,0.58,0.06,0.37,0.04,1.05,2000s,80.0,8.2
1989,The Simpsons Game,Xbox 360,Action,Electronic Arts,0.54,0.4,0.0,0.11,1.05,2000s,71.0,7.7
1990,Guinness World Records: The Videogame,Nintendo Wii,Action,Warner Bros. Interactive Entertainment,0.46,0.47,0.0,0.11,1.04,2000s,67.0,7
1991,MVP Baseball 2003,PlayStation 2,Sports,Electronic Arts,0.51,0.4,0.0,0.13,1.04,2000s,81.0,8.9
1992,Legacy of Kain: Soul Reaver,PlayStation,Action,Eidos Interactive,0.58,0.4,0.0,0.07,1.04,1990s,91.0,9
1993,Dragon Ball Z: Budokai Tenkaichi 3,Nintendo Wii,Fighting,Atari,0.33,0.37,0.26,0.09,1.04,2000s,72.0,8.4
1994,Disney Tangled,Nintendo DS,Action,Disney Interactive Studios,0.58,0.37,0.0,0.09,1.04,2000s,Unknown,Unknown
1995,Tales of Destiny,PlayStation,Role-Playing,Namco Bandai Games,0.09,0.06,0.83,0.07,1.04,1990s,Unknown,Unknown
1996,ATV: Quad Power Racing,PlayStation,Racing,Acclaim Entertainment,0.58,0.39,0.0,0.07,1.04,1990s,42.0,tbd
1997,Disney Fairies: Tinker Bell and the Lost Treasure,Nintendo DS,Adventure,Disney Interactive Studios,0.57,0.35,0.02,0.1,1.04,2000s,Unknown,tbd
1998,Mega Man X4,PlayStation,Action,Virgin Interactive,0.45,0.3,0.22,0.07,1.04,1990s,Unknown,Unknown
1999,Naruto: Clash of Ninja 2,GameCube,Fighting,Nintendo,0.44,0.12,0.45,0.03,1.04,2000s,74.0,8.9
2000,Dance Dance Revolution SuperNOVA,PlayStation 2,Simulation,Konami Digital Entertainment,0.87,0.03,0.0,0.14,1.04,2000s,73.0,8.7
2001,Brink,Xbox 360,Shooter,Bethesda Softworks,0.59,0.35,0.01,0.09,1.04,2000s,68.0,5.8
2002,F-Zero: Maximum Velocity,Game Boy Advance,Racing,Nintendo,0.39,0.16,0.37,0.12,1.04,2000s,86.0,8.5
2003,Bomberman 64,Nintendo 64,Puzzle,Hudson Soft,0.5,0.2,0.31,0.03,1.04,1990s,Unknown,Unknown
2004,Jeremy McGrath Supercross 98,PlayStation,Racing,Acclaim Entertainment,0.91,0.1,0.0,0.03,1.04,1990s,Unknown,Unknown
2005,LEGO Indiana Jones 2: The Adventure Continues,Xbox 360,Action,Activision,0.62,0.33,0.0,0.09,1.04,2000s,71.0,7.4
2006,Project CARS,PlayStation 4,Racing,Slightly Mad Studios,0.17,0.69,0.02,0.15,1.04,2010s,83.0,6.6
2007,Need for Speed: Most Wanted,Xbox,Racing,Electronic Arts,0.53,0.46,0.0,0.05,1.04,2000s,83.0,8.8
2008,Kirby: Mass Attack,Nintendo DS,Platform,Nintendo,0.52,0.06,0.41,0.05,1.04,2000s,83.0,8.6
2009,LEGO Marvel Super Heroes,Xbox One,Action,Warner Bros. Interactive Entertainment,0.61,0.34,0.0,0.09,1.04,2010s,Unknown,6.8
2010,ZhuZhu Pets,Nintendo DS,Simulation,Activision,0.68,0.27,0.0,0.09,1.04,2000s,Unknown,tbd
2011,Tom Clancy's Ghost Recon Advanced Warfighter 2,PlayStation 3,Shooter,Ubisoft,0.34,0.48,0.02,0.19,1.04,2000s,84.0,8.1
2012,MotorStorm: Arctic Edge,PlayStation Portable,Racing,Sony Computer Entertainment,0.16,0.58,0.0,0.3,1.04,2000s,79.0,8.8
2013,WipEout Pure,PlayStation Portable,Racing,Sony Computer Entertainment,0.47,0.34,0.0,0.22,1.04,2000s,88.0,7.9
2014,EA Sports UFC,PlayStation 4,Sports,Electronic Arts,0.46,0.4,0.01,0.17,1.04,2010s,70.0,6.1
2015,MX vs. ATV Unleashed,PlayStation 2,Racing,THQ,0.86,0.03,0.0,0.14,1.03,2000s,79.0,8.4
2016,Sonic Unleashed,PlayStation 3,Platform,Sega,0.56,0.33,0.01,0.14,1.03,2000s,54.0,7.9
2017,Tiger Woods PGA Tour 08,Nintendo Wii,Sports,Electronic Arts,0.94,0.02,0.0,0.08,1.03,2000s,72.0,7
2018,Rayman Origins,PlayStation 3,Platform,Ubisoft,0.33,0.51,0.01,0.18,1.03,2000s,87.0,8.4
2019,Epic Mickey 2: The Power of Two,Nintendo Wii,Action,Disney Interactive Studios,0.72,0.23,0.0,0.08,1.03,2000s,Unknown,Unknown
2020,NCAA March Madness 2004,PlayStation 2,Sports,Electronic Arts,0.5,0.39,0.0,0.13,1.03,2000s,82.0,8.8
2021,Donkey Kong Land III,Game Boy,Platform,Nintendo,0.68,0.31,0.0,0.04,1.03,1980s,Unknown,Unknown
2022,Bomberman,Nintendo Entertainment System,Puzzle,Hudson Soft,0.18,0.0,0.85,0.0,1.03,1980s,Unknown,Unknown
2023,The Simpsons Game,Nintendo Wii,Action,Electronic Arts,0.45,0.47,0.0,0.11,1.03,2000s,64.0,6.1
2024,Tomb Raider,PC,Action,Eidos Interactive,0.96,0.07,0.0,0.0,1.03,Multi-decade,86.0,8.5
2025,Rock Band 2,Nintendo Wii,Misc,MTV Games,0.94,0.01,0.0,0.08,1.03,2000s,92.0,7.7
2026,Street Fighter Alpha 3,PlayStation,Fighting,Virgin Interactive,0.38,0.12,0.51,0.02,1.03,1990s,93.0,8.5
2027,Bulletstorm,Xbox 360,Shooter,Electronic Arts,0.61,0.32,0.01,0.08,1.02,2000s,84.0,7.6
2028,FIFA Soccer 08,Nintendo Wii,Sports,Electronic Arts,0.32,0.59,0.01,0.11,1.02,2000s,65.0,6.1
2029,Naruto: Clash of Ninja Revolution,Nintendo Wii,Fighting,Tomy Corporation,0.45,0.46,0.0,0.11,1.02,2000s,74.0,8
